,item_code,item_name,bedroom,bathroom,area,direction,address,details_property,total_price,unit_price,gross_unit_price,payment,utility
128,408216,Bán căn hộ 1 phòng ngủ chung cư Ehome3 Quận Bình Tân,1,1,49.65 m²,T.Bắc,"Đ.Hồ Học Lãm, P.An Lạc, Q.Bình Tân, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n49.65 m²\nHướng\nT.Bắc\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,52 tỷ",Na,"30,6 triệu/m²","15,69 triệu/tháng","Gần chợ, siêu thị
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh
Sân để xe rộng rãi"
129,97379,"Bán căn hộ chung cư Thạnh Mỹ Lợi, quận 2.",2,1,59 m²,T.Nam,"Đ.Đồng Văn Cống, P.Thạnh Mỹ Lợi, Q.2, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nDiện tích sử dụng\n59 m²\nHướng\nT.Nam\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,53 tỷ",Na,"25,9 triệu/m²","15,79 triệu/tháng",Na
130,367442,Bán nhà riêng Quận 6 - Gần chợ và siêu thị,2,2,12 m²,Tây,"Đ.Bà Hom, P.13, Q.6, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nChiều dài\n2.2 m\nChiều rộng\n5 m\nDiện tích đất\n12 m²\nDiện tích sử dụng\n36 m²\nHướng\nTây\nĐộ rộng hẻm\n1.3 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 2 lầu'],"1,53 tỷ","114,7 triệu/m²","127,5 triệu/m²","15,79 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng"
131,188291,Chính chủ bán căn hộ studio Vinhomes Grand Park- Hướng Đông Nam,1,1,30 m²,Đ.Nam,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nChiều dài\n8 m\nChiều rộng\n4 m\nDiện tích đất\n33.6 m²\nDiện tích sử dụng\n30 m²\nHướng\nĐ.Nam\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nKhác'],"1,53 tỷ",Na,51 triệu/m²,"15,79 triệu/tháng","Gần công viên, trung tâm
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh
Sân để xe rộng rãi"
132,367441,Bán căn hộ chung cư Heaven Riverview (Mỹ Phúc) Phường 16 - Quận 8 ,1,1,51 m²,Không xác định,"Đ.Phạm Đức Sơn, P.16, Q.8, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n51 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,54 tỷ",Na,"30,1 triệu/m²","15,9 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
133,209081,"Bán nhà riêng quận 11, 1 trệt 2 Lầu",2,2,10.7 m²,Tây,"Đ.Lạc Long Quân, P.3, Q.11, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nChiều dài\n1.9 m\nChiều rộng\n5.4 m\nDiện tích đất\n10.7 m²\nDiện tích sử dụng\n18.2 m²\nHướng\nTây\nĐộ rộng hẻm\n3 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 2 lầu'],"1,55 tỷ","138,3 triệu/m²","144,8 triệu/m²",16 triệu/tháng,"Gần chợ, siêu thị
Gần công viên, trung tâm
Gần trường học
Hẻm thông
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
134,266314,"Bán nhà hẻm quận 4 - Nhà khu dân cư, nhà cấp 4, gần mặt tiền đường",2,2,16.6 m²,T.Bắc,"Đ.Tôn Đản, P.8, Q.4, Hồ Chí Minh","['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nChiều dài\n4.56 m\nChiều rộng\n3.18 m\nDiện tích đất\n16.6 m²\nDiện tích sử dụng\n34.75 m²\nHướng\nT.Bắc\nĐộ rộng hẻm\n3.5 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt, 1 gác suốt + 1 lầu']","1,55 tỷ","85,3 triệu/m²","93,3 triệu/m²",16 triệu/tháng,"Gần chợ, siêu thị
Gần công viên, trung tâm
Gần trường học
Di chuyển thuận tiện ra trung tâm
Khu vực an ninh, yên tĩnh"
135,409407,"Bán đất hẻm xe hơi Xã Bình Lợi, Huyện Bình Chánh ",Na,Na,77.1 m²,Nam,"Đ.Ấp 4, X.Bình Lợi, H.Bình Chánh, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nChiều dài\n19.16 m\nChiều rộng\n4 m\nDiện tích đất\n77.1 m²\nDiện tích sử dụng\n77.1 m²\nHướng\nNam\nĐộ rộng hẻm\n5 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,55 tỷ",Na,"20,1 triệu/m²",16 triệu/tháng,Na
136,360482,Bán căn hộ 1PN chung cư 8X Đầm Sen quận Tân Phú - Tầng cao thoáng mát,1,1,45 m²,Không xác định,"Đ.Tô Hiệu, P.Hiệp Tân, Q.Tân Phú, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n45 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,55 tỷ",Na,"34,4 triệu/m²",16 triệu/tháng,"Gần chợ, siêu thị
Gần trường học
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng"
137,367619,Chính chủ cần bán nhanh căn hộ chung cư  Ehome Đông Sài gòn 1 đường Dương Đình Hội- Quận 9,1,1,50.6 m²,Đ.Nam,"Đ.Dương Đình Hội, P.Phước Long B, Q.9, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích đất\n32.6 m²\nDiện tích sử dụng\n50.6 m²\nHướng\nĐ.Nam\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,55 tỷ",Na,"30,6 triệu/m²",16 triệu/tháng,"Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường
Khu vực an ninh, yên tĩnh"
138,398636,Bán căn hộ 1 phòng ngủ chung cư An Hòa 2 Quận 7 - Đầy đủ nội thất.,1,1,38.4 m²,Không xác định,"Đ.Số 14, P.Tân Thuận Đông, Q.7, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n38.4 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,55 tỷ",Na,"40,3 triệu/m²",16 triệu/tháng,"Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
139,268785,"Bán căn hộ Khang Gia quân Gò Vấp - Tầng 11 - View đẹp, thoáng mát",2,2,76.7 m²,Không xác định,"Đ.số 45, P.14, Q.Gò Vấp, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n76.7 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,55 tỷ",Na,"20,2 triệu/m²",16 triệu/tháng,"Gần chợ, siêu thị
Gần trường học
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
140,409802,Bán căn hộ Quận Tân Bình - Chung cư 1 Bàu Cát - Đã có sổ hồng - Tầng thấp tiện di chuyển,Na,1,32 m²,Đ.Bắc,"Đ.Bàu Cát 6, P.14, Q.Tân Bình, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng tắm\n1\nDiện tích sử dụng\n32 m²\nHướng\nĐ.Bắc\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,55 tỷ",Na,"48,4 triệu/m²",16 triệu/tháng,"Gần chợ, siêu thị
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
141,415371,"BÁN NHÀ NHỎ, P. PHÚ TRUNG, Q. TÂN PHÚ",1,1,10.5 m²,Nam,"Đ.Huỳnh Văn Chính, P.Phú Trung, Q.Tân Phú, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nChiều dài\n4.04 m\nChiều rộng\n2.8 m\nDiện tích đất\n10.5 m²\nDiện tích sử dụng\n21 m²\nHướng\nNam\nĐộ rộng hẻm\n2.52 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,55 tỷ","140,2 triệu/m²","147,6 triệu/m²",16 triệu/tháng,"Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Di chuyển thuận tiện ra trung tâm"
142,384999,Bán căn hộ cao cấp 2PN tại chung cư Saigon Intela - Bình Chánh.,2,2,51 m²,Không xác định,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n51 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,55 tỷ",Na,"30,3 triệu/m²",16 triệu/tháng,"Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Sân để xe rộng rãi"
143,415367,Bán nhà hẻm an ninh Phường 4 - Quận Gò Vấp,1,2,13.4 m²,T.Nam,"Đ.Nguyễn Thái Sơn, P.4, Q.Gò Vấp, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n2\nChiều dài\n3.53 m\nChiều rộng\n3.95 m\nDiện tích đất\n13.4 m²\nDiện tích sử dụng\n40.2 m²\nHướng\nT.Nam\nĐộ rộng hẻm\n1.2 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 2 lầu'],"1,55 tỷ","102,9 triệu/m²","115,6 triệu/m²",16 triệu/tháng,"Gần chợ, siêu thị
Gần bệnh viện
Gần trường học"
144,415335,Bán căn hộ chung cư A2 Lê Thành Phường An Lạc - Quận Bình Tân,2,1,57.1 m²,Nam,"Đ.An Dương Vương, P.An Lạc, Q.Bình Tân, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nDiện tích sử dụng\n57.1 m²\nHướng\nNam\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,55 tỷ",Na,"27,1 triệu/m²",16 triệu/tháng,Na
145,377835,Bán căn hộ 1 phòng ngủ chung cư Độc Lập Lô A quận Tân Phú,1,1,44.57 m²,Đông,"Đ.Độc Lập, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích đất\n47 m²\nDiện tích sử dụng\n44.57 m²\nHướng\nĐông\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,56 tỷ",Na,35 triệu/m²,"16,1 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng"
146,412123,Bán căn hộ Quận Gò Vấp - Chung cư Nguyễn Văn Lượng 2 - Đã có sổ hồng - Tầng thấp tiện di chuyển,1,1,45.3 m²,Nam,"Đ.Thống Nhất, P.11, Q.Gò Vấp, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n45.3 m²\nHướng\nNam\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,56 tỷ",Na,"34,4 triệu/m²","16,1 triệu/tháng","Gần chợ, siêu thị
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
147,301470,Bán Chung cư Tân Hòa Đông P14 Q6 - Tầng 4 - 66.1m2 - 2PN 2WC,2,2,73 m²,Đ.Bắc,"Đ.Tân Hòa Đông, P.14, Q.6, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích đất\n66.1 m²\nDiện tích sử dụng\n73 m²\nHướng\nĐ.Bắc\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,57 tỷ",Na,"21,6 triệu/m²","16,29 triệu/tháng",Na
148,147646,Bán 2 căn nhà đối diện Quận Gò Vấp - Khu dân cư hiện hữu,2,2,21.1 m²,Đ.Bắc,"Đ.Nguyễn Oanh, P.17, Q.Gò Vấp, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nChiều dài\n8.22 m\nChiều rộng\n2.25 m\nDiện tích đất\n21.1 m²\nDiện tích sử dụng\n37.5 m²\nHướng\nĐ.Bắc\nĐộ rộng hẻm\n1.8 m\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,58 tỷ","68,3 triệu/m²","74,8 triệu/m²","16,31 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
149,345883,Bán Căn Hộ Chung Cư Lạc Long Quân Phường 5 Quận 11. Tầng 3,2,1,44 m²,Đông,"Đ.Tống Văn Trân, P.5, Q.11, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nDiện tích sử dụng\n44 m²\nHướng\nĐông\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,58 tỷ",Na,"35,9 triệu/m²","16,31 triệu/tháng",Na
150,408185,Bán nhà nhỏ xinh gần Siêu Thị Aoen Mall Quận Tân Phú,2,1,11.9 m²,T.Nam,"Đ.Lê Liễu, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh","['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nChiều dài\n4 m\nChiều rộng\n3 m\nDiện tích đất\n11.9 m²\nDiện tích sử dụng\n23.8 m²\nHướng\nT.Nam\nĐộ rộng hẻm\n2 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt, 1 lửng + 1 lầu']","1,58 tỷ","124,3 triệu/m²","132,7 triệu/m²","16,31 triệu/tháng",Na
151,400190,Bán căn hộ Studio chung cư Vinhomes Grand Park - Quận 9,1,1,30.3 m²,Đ.Bắc,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích đất\n33.6 m²\nDiện tích sử dụng\n30.3 m²\nHướng\nĐ.Bắc\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nKhác'],"1,58 tỷ",Na,"52,3 triệu/m²","16,36 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường"
152,417292,Bán căn hộ Quận Thủ Đức -TP.Thủ Đức - Chung cư Hiệp Bình Chánh - Đã có sổ hồng - Tầng cao view thoáng,3,1,55.62 m²,Không xác định,"Đ.số 23, P.Hiệp Bình Chánh, Q.Thủ Đức, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n3\nPhòng tắm\n1\nDiện tích sử dụng\n55.62 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,59 tỷ",Na,"28,5 triệu/m²","16,41 triệu/tháng","Gần chợ, siêu thị
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng"
153,352746,Bán căn hộ cao cấp 2PN sang trọng tại Kim Tâm Hải Apartment - Quận 12,2,2,69.8 m²,Tây,"Đ.Trường Chinh, P.Tân Thới Nhất, Q.12, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n69.8 m²\nHướng\nTây\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,6 tỷ",Na,"22,9 triệu/m²","16,52 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh
Sân để xe rộng rãi"
154,249199,Bán nhà riêng Phường 12 Quận 8 - sổ hồng riêng chính chủ,3,1,23.2 m²,T.Nam,"Đ.Nguyễn Duy, P.12, Q.8, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n3\nPhòng tắm\n1\nChiều dài\n7.61 m\nChiều rộng\n4.35 m\nDiện tích đất\n23.2 m²\nDiện tích sử dụng\n46.4 m²\nHướng\nT.Nam\nĐộ rộng hẻm\n1.5 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,6 tỷ","61,5 triệu/m²","68,9 triệu/m²","16,52 triệu/tháng","Gần chợ, siêu thị
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Khu vực an ninh, yên tĩnh"
155,386560,Bán căn hộ cao cấp 1 phòng ngủ sang trọng tại HaDo Riverside - Quận 12,1,1,49 m²,Nam,"Đ.Lê Thị Riêng, P.Thới An, Q.12, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n49 m²\nHướng\nNam\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,6 tỷ",Na,"32,6 triệu/m²","16,52 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh
Sân để xe rộng rãi"
156,391997,Bán Căn Hộ Chung Cư Nhất Lan 3 - P. Tân Tạo - Q. Bình Tân,2,1,58.9 m²,Tây,"Đ.QL1A Xa Lộ Đại Hàn, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nDiện tích sử dụng\n58.9 m²\nHướng\nTây\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,6 tỷ",Na,"27,1 triệu/m²","16,52 triệu/tháng",Na
157,340513,Bán căn hộ 1PN chung cư Độc Lập Lô A quận Tân Phú,1,1,44.26 m²,Không xác định,"Đ.Độc Lập, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n44.26 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,6 tỷ",Na,"36,1 triệu/m²","16,52 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng"
158,420074,Bán nhà hẻm khu dân cư hiện hữu Quận Bình Tân - Hẻm thông - Gần ngay chợ Gò Xoài,2,2,11.2 m²,T.Bắc,"Đ.Gò Xoài, P.Bình Hưng Hòa A, Q.Bình Tân, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nChiều dài\n4.85 m\nChiều rộng\n2.26 m\nDiện tích đất\n11.2 m²\nDiện tích sử dụng\n35.6 m²\nHướng\nT.Bắc\nĐộ rộng hẻm\n3 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 2 lầu'],"1,6 tỷ","130,6 triệu/m²","142,8 triệu/m²","16,52 triệu/tháng",Na
159,148939,Bán nhà riêng Phường 15 Quận 8 - Sổ hồng riêng chính chủ,2,1,16 m²,T.Bắc,"Đ.Nguyễn Sĩ Cố, P.15, Q.8, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nChiều dài\n5.55 m\nChiều rộng\n2.93 m\nDiện tích đất\n16 m²\nDiện tích sử dụng\n16 m²\nHướng\nT.Bắc\nĐộ rộng hẻm\n2 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,6 tỷ","96,3 triệu/m²",100 triệu/m²,"16,52 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường"
160,102128,"Nhà nhỏ xinh sổ hồng riêng, nội thất đẹp phường 12 quận 3.",2,1,6.4 m²,Nam,"Đ.Lê Văn Sỹ, P.12, Q.3, Hồ Chí Minh","['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nChiều dài\n3.52 m\nChiều rộng\n2 m\nDiện tích đất\n6.4 m²\nDiện tích sử dụng\n17.3 m²\nHướng\nNam\nĐộ rộng hẻm\n2 m\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt, 1 lửng + 1 lầu']","1,6 tỷ","239,5 triệu/m²","249,9 triệu/m²","16,52 triệu/tháng","Gần chợ, siêu thị
Gần trường học"
161,381604,Bán nhà nhỏ xinh Quận 6 - Gần chợ và siêu thị,1,2,17 m²,T.Nam,"Đ.Tân Hòa Đông, P.14, Q.6, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n2\nChiều dài\n4.02 m\nChiều rộng\n5.02 m\nDiện tích đất\n17 m²\nDiện tích sử dụng\n17 m²\nHướng\nT.Nam\nĐộ rộng hẻm\n1.54 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,6 tỷ","90,4 triệu/m²","94,1 triệu/m²","16,52 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Thiết kế thông thoáng
Sân để xe rộng rãi"
162,415824,Bán căn hộ Quận 8 - Chung cư Phú Lợi D2 - Đã có sổ hồng - View thoáng,2,1,70 m²,Đ.Nam,"Đ.Phạm Thế Hiển, P.7, Q.8, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nDiện tích sử dụng\n70 m²\nHướng\nĐ.Nam\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,6 tỷ",Na,"22,8 triệu/m²","16,52 triệu/tháng","Gần chợ, siêu thị
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
163,390822,Bán căn hộ cao cấp 2PN tại chung cư Saigon Intela - Bình Chánh.,2,2,50 m²,Đông,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n50 m²\nHướng\nĐông\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,6 tỷ",Na,32 triệu/m²,"16,52 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh
Sân để xe rộng rãi"
164,372185,Bán căn studio chung cư Vinhomes Grand Park - Quận 9.,1,1,30.4 m²,T.Bắc,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n30.4 m²\nHướng\nT.Bắc\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,6 tỷ",Na,"52,6 triệu/m²","16,52 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường"
165,262821,"Bán nhà riêng Phường 13, Quận 8 - Sổ hồng riêng chính chủ - Giao dịch an toàn",1,1,15.9 m²,Đông,"Đ.Tùng Thiện Vương, P.13, Q.8, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nChiều dài\n4.82 m\nChiều rộng\n3.24 m\nDiện tích đất\n15.9 m²\nDiện tích sử dụng\n31.8 m²\nHướng\nĐông\nĐộ rộng hẻm\n1 m\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,6 tỷ","93,2 triệu/m²","100,6 triệu/m²","16,52 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Khu vực an ninh, yên tĩnh"
166,372115,"Bán lô đất trồng cây, diện tích 59.4m2 Tân Xuân Hóc Môn",Na,Na,59.4 m²,T.Nam,"Đ.Ấp Chánh 2, X.Tân Xuân, H.Hóc Môn, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nChiều dài\n14.98 m\nChiều rộng\n4 m\nDiện tích đất\n59.4 m²\nHướng\nT.Nam\nĐộ rộng hẻm\n3 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ đỏ'],"1,6 tỷ",Na,"26,9 triệu/m²","16,52 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường"
